task	contrast	positive label	negative label	pretty name	tags
SpatialNavigation	pointing_control	pointing a landmark	fixation	pointing a landmark	['spatial_working_memory','visual_search']
EmoMem	neutral_image	emotionally neutral image	fixation	viewing a neutral image	['visual_perception']
EmoMem	positive-neutral_image	emotionally positive image	emotionally neutral image	positive vs neutral image	['positive_emotion']
EmoMem	negative_image	emotionally negative image	fixation	viewing a negative image	['visual_perception','negative_emotion']
EmoMem	negative-neutral_image	emotionally negative image	emotionally neutral image	negative vs neutral image	['negative_emotion']
EmoMem	positive_image	emotionally positive image	fixation	viewing a positive image	['visual_perception','positive_emotion']
EmoMem	object	visual cue	fixation	foreground object and imagination task	['visual_perception','visual_cue','imagination']
EmoReco	neutral_male	neutral male face	fixation	neutral male face perception	['face_perception','visual_face_recognition']
EmoReco	neutral	neutral face	fixation	neutral face perception	['face_perception']
EmoReco	female-male	female face	male face	female vs male face perception	['visual_face_recognition']
EmoReco	angry_male	angry male face	fixation	angry male face perception	['face_perception','negative_emotion','emotional_expression','visual_face_recognition','facial_expression']
EmoReco	angry	angry face	fixation	angry face perception	['face_perception','negative_emotion','emotional_expression','facial_expression']
EmoReco	neutral_female	neutral female face	fixation	neutral female face perception	['face_perception','visual_face_recognition']
EmoReco	angry-neutral	angry face	neutral face	angry vs neutral face perception	['negative_emotion','emotional_expression','facial_expression']
EmoReco	angry_female	angry female face	fixation	angry female face perception	['face_perception','negative_emotion','emotional_expression','visual_face_recognition','facial_expression']
EmoReco	neutral-angry	neutral face	angry face	neutral vs angry face perception	['emotional_expression']
EmoReco	male-female	male face	female face	male vs female face	['visual_face_recognition']
StopNogo	go	shape recognition	fixation	shape recognition	['shape_recognition','proactive_control','response_selection','response_execution']
StopNogo	nogo-go	response stop	response	response inhibition	['response_inhibition','shape_perception']
StopNogo	successful+nogo-unsuccessful	response stop	failed response stop	failed to inhibit response	['response_inhibition','response_selection']
StopNogo	nogo	shape recognition 	fixation	no response	['shape_recognition','proactive_control','response_selection']
StopNogo	unsuccessful-successful_stop	response stop	failed response stop	effect of failed inhibition	['response_selection','response_inhibition','response_conflict']
StopNogo	successful_stop	response stop	fixation	shape recognition, stopped response	['shape_recognition','proactive_control','response_inhibition','response_selection','response_execution']
StopNogo	unsuccessful_stop	failed response stop	fixation	shape recognition, failed stopped response	['shape_recognition','proactive_control','response_selection','response_execution','response_conflict']
Catell	easy	easy oddball task	fixation	easy oddball task	['visual_form_discrimination','oddball_detection']
Catell	hard	hard oddball task	fixation	hard oddball task	['visual_form_discrimination','task_difficulty','oddball_detection']
Catell	hard-easy	hard oddball task	easy oddball task	easy vs hard oddball task	['visual_form_discrimination','task_difficulty','oddball_detection']
FingerTapping	specified	cued finger tapping	fixation	cued finger tapping	['motor_control','response_selection','response_execution','right_finger_response_execution']
FingerTapping	chosen-specified	uncued finger tapping	cued finger tapping	uncued vs cued finger tapping	['decision_making','motor_planning']
FingerTapping	chosen	uncued finger tapping	fixation	uncued finger tapping	['decision_making','motor_planning','response_selection','response_execution','right_finger_response_execution']
FingerTapping	specified-null	cued finger tapping	inhibited finger tapping	cued vs inhibited finger tapping	['motor_control','response_execution','right_finger_response_execution']
FingerTapping	null	inhibited finger tapping	fixation	inhibited finger tapping	['response_selection']
FingerTapping	chosen-null	uncued finger tapping	inhibited finger tapping	uncued vs inhibited finger tapping	['motor_planning','response_selection','response_execution','right_finger_response_execution']
VSTMC	stim_load1	attending to one set of points	fixation	attending to one set of points	['visual_attention','spatial_working_memory']
VSTMC	resp_load1	response to motion direction	fixation	response to motion direction of one set of points	['response_selection','response_execution']
VSTMC	stim	attending to sets of points	fixation	attending to sets of points	['visual_attention','spatial_working_memory','task_difficulty']
VSTMC	resp_load3-load1	response to motion direction of three sets of points	response to motion direction of one set of points	difference in response to one vs three sets of points	['response_selection','response_execution','task_difficulty']
VSTMC	stim_load2	attending to two set of points	fixation	attending to two sets of points	['visual_attention','spatial_working_memory']
VSTMC	resp_load2	response to motion direction	fixation	response to motion direction of two sets of points	['response_selection','response_execution']
VSTMC	resp	response to motion	fixation	response to motion	['response_selection','response_execution']
VSTMC	stim_load3	attending to three set of points	fixation	attending to three set of points	['visual_attention','spatial_working_memory','task_difficulty']
VSTMC	resp_load3	response to motion direction	fixation	response to motion direction of three sets of points	['response_selection','response_execution']
VSTMC	stim_load3-load1	attending to three set of points	attending to one set of points	difference in attending to motion of one vs three sets of points	['visual_attention','spatial_working_memory','task_difficulty']
FaceBody	bodies_body	1-back body image	fixation	body image 1-back task vs. fixation	['visual_body_recognition','body_maintenance','response_execution','updating','visual_working_memory']
FaceBody	objects_instrument	1-back object image	fixation	object image 1-back task vs. fixation	['visual_object_recognition','object_maintenance','response_execution','updating','visual_working_memory']
FaceBody	characters_number	1-back characters image	fixation	character images 1-back vs fixation	['visual_number_recognition','string_maintenance','response_execution','updating','visual_working_memory']
FaceBody	places_house	1-back place image	fixation	place image 1-back task vs. fixation	['visual_place_recognition','place_maintenance','response_execution','updating','visual_working_memory']
FaceBody	faces_adult	1-back face image	fixation	adult face image 1-back task vs. fixation	['face_perception','visual_face_recognition','face_maintenance','response_execution','updating','visual_working_memory']
FaceBody	characters-others	1-back characters image	rest of categories	character images 1-back vs. rest of categories	['visual_letter_recognition','visual_number_recognition']
FaceBody	faces-others	1-back face image	rest of categories	face image 1-back task vs. rest of categories	['face_perception','visual_face_recognition','face_maintenance']
FaceBody	objects_car	1-back object image	fixation	object image 1-back task vs. fixation	['visual_object_recognition','object_maintenance','response_execution','visual_working_memory','updating']
FaceBody	places-others	1-back place image	rest of categories	place image 1-back task vs. rest of categories	['visual_place_recognition','place_maintenance']
FaceBody	places_corridor	1-back place image	fixation	place image 1-back task vs. fixation	['visual_place_recognition','place_maintenance','response_execution','visual_working_memory','updating']
FaceBody	bodies-others	1-back body image	rest of categories	body image 1-back task vs. rest of categories	['visual_body_recognition','body_maintenance']
FaceBody	objects-others	1-back object image	rest of categories	object image 1-back task vs. rest of categories	['visual_object_recognition','object_maintenance']
FaceBody	faces_child	1-back face image	fixation	child face image 1-back task vs. fixation	['face_perception','visual_face_recognition','face_maintenance','response_execution','updating','visual_working_memory','facial_age_recognition']
FaceBody	bodies_limb	1-back body image	fixation	limb image 1-back task vs. fixation	['visual_body_recognition','body_maintenance','response_execution','updating','visual_working_memory']
FaceBody	characters_word	1-back word image	fixation	words images 1-back vs fixation	['visual_pseudoword_recognition','word_maintenance','response_execution','updating','visual_working_memory']
Scene	dot_easy_left	high salience left	fixation	looking for a salience dot in left visual field	['response_selection','response_execution','visual_search','salience','upper-left_vision','lower-left_vision']
Scene	dot_easy_right	high salience right	fixation	looking for a salience dot in right visual field	['response_selection','response_execution','visual_search','salience','upper-right_vision','lower-right_vision']
Scene	dot_hard_left	low salience left	fixation	looking for a low-salience dot in left visual field	['response_selection','response_execution','visual_search','task_difficulty','upper-left_vision','lower-left_vision']
Scene	dot_hard_right	low salience right	fixation	looking for a low-salience dot in right visual field	['response_selection','response_execution','visual_search','task_difficulty','upper-right_vision','lower-right_vision']
Scene	scene_impossible_correct	correct impossible scene identification	fixation	successful identification of an impossible scene	['visual_scene_perception','spatial_attention','response_selection','response_execution','oddball_detection']
Scene	scene_impossible_incorrect	incorrect impossible scene identification	fixation	failed  identification an impossible scene	['visual_scene_perception','spatial_attention','response_selection','response_execution','oddball_detection']
Scene	scene_possible_correct	correct possible scene identification	fixation	successful identification of an possible scene	['visual_scene_perception','spatial_attention','response_selection','response_execution']
Scene	scene_possible_correct-scene_impossible_correct	correct possible scene identification	correct impossible scene identification	successful identification of an possible vs impossible scene	['visual_scene_perception','spatial_attention']
Scene	scene_correct-dot_correct	identifying a scene	looking for a dot 	assessing scenes vs detecting a dot	['visual_scene_perception','spatial_attention','oddball_detection']
Scene	dot_left-right	salience left	salience right	looking for a dot in left vs right visual field	['response_selection','response_execution','visual_search','salience','upper-left_vision','lower-left_vision']
Scene	dot_hard-easy	low salience	high salience	looking for low-salience vs high-salience dot	['response_selection','response_execution','visual_search','task_difficulty']
VisualSearch	memory_array_four	memorizing 4 items	fixation	array of four items with or without the item to search for	['visual_pattern_recognition','visual_attention','task_difficulty','visual_working_memory']
VisualSearch	memory_array_two	memorizing 2 items	fixation	array of two items with or without the item to search for	['visual_pattern_recognition','visual_attention','visual_working_memory']
VisualSearch	sample_item	item to search for	fixation	item to search for in an array of two or four items	['visual_pattern_recognition','visual_attention','visual_working_memory']
VisualSearch	delay_vis	delay period on visual search	fixation	delay period on visual search	['working_memory_maintenance']
VisualSearch	probe_item_four_absent	probing an absent item from array of four	fixation	probing an absent item from array of four	['visual_search','visual_pattern_recognition','visual_form_discrimination','task_difficulty']
VisualSearch	probe_item_two_absent	probing an absent item from array of two	fixation	probing an absent item from array of four	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	probe_item_four_present	probing a present item from array of four	fixation	probing a present item from array of four	['visual_search','visual_pattern_recognition','visual_form_discrimination','task_difficulty']
VisualSearch	probe_item_two_present	probing a present item from array of two	fixation	probing a present item from array of four	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	response_hit	subject's correct response	fixation	subject's correct response	['response_selection','response_execution']
VisualSearch	response_miss	subject's incorrect response	fixation	subject's incorrect response	['response_selection','response_execution']
VisualSearch	delay_wm	delay period on working memory	fixation	delay period on working memory	['working_memory_maintenance']
VisualSearch	search_array_four_absent	array of four items without the sample item	fixation	array of four items without sample item	['visual_pattern_recognition','visual_attention','task_difficulty','visual_working_memory','visual_form_discrimination']
VisualSearch	search_array_four_present	array of four items with the sample item	fixation	array of four items with sample item	['visual_pattern_recognition','visual_attention','task_difficulty','visual_working_memory','visual_form_discrimination']
VisualSearch	search_array_two_absent	array of two items without the sample item	fixation	array of two items without the sample item	['visual_pattern_recognition','visual_attention','visual_working_memory','visual_form_discrimination']
VisualSearch	search_array_two_present	array of two items with the sample item	fixation	array of two items with the sample item	['visual_pattern_recognition','visual_attention','visual_working_memory','visual_form_discrimination']
VisualSearch	probe_item	probing an item	fixation	probing an item  absent or present	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	search_array	array of items	fixation	array of items  four or two	['visual_pattern_recognition','visual_attention','visual_working_memory','visual_form_discrimination']
VisualSearch	probe_item_absent-probe_item_present	probing an absent item	probing a present item	probing an absent vs present item	['visual_form_discrimination']
VisualSearch	search_array_absent-search_array_present	array of items without the sample item	array of items with the sample item	array of items without vs with sample item	['visual_form_discrimination','visual_pattern_recognition']
VisualSearch	probe_item_four-probe_item_two	probing an item from an array of four	probing an item from an array of two	probing an item from an array of four vs two	['visual_attention','task_difficulty','visual_working_memory']
VisualSearch	search_array_four-search_array_two	array of four items	array of two items	array of four vs two items	['visual_pattern_recognition','task_difficulty']
VisualSearch	delay_vis-delay_wm	delay period on visual search	delay period on working memory	delay period on visual search vs on working memory	['working_memory_maintenance','visual_search']
VisualSearch	search_array_absent	array without the sample item	fixation	array of two or four items without sample item	['visual_pattern_recognition','visual_attention','task_difficulty','visual_working_memory','visual_form_discrimination']
VisualSearch	search_array_present	array with the sample item	fixation	array of two or four items with sample item	['visual_pattern_recognition','visual_attention','visual_working_memory','visual_form_discrimination']
VisualSearch	probe_item_absent	probing an absent item	fixation	probing an absent item from array of two or four	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	probe_item_present	probing a present item	fixation	probing a present item from array of two or four	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	probe_item_four	probing an item from array of four	fixation	probing an absent or present item from array of four	['visual_search','visual_pattern_recognition','visual_form_discrimination','task_difficulty']
VisualSearch	probe_item_two	probing an item from array of two	fixation	probing an absent or present item from array of two	['visual_search','visual_pattern_recognition','visual_form_discrimination']
VisualSearch	search_array_four	array of four items	fixation	array of four items with or without the sample item	['visual_pattern_recognition','visual_attention','task_difficulty','visual_working_memory','visual_form_discrimination']
VisualSearch	search_array_two	array of two items	fixation	array of two items with or without the sample item	['visual_pattern_recognition','visual_attention','visual_working_memory','visual_form_discrimination']
NARPS	gain	potential gains during stim events	fixation	potential gains during stim events	['reward_valuation','reward_processing']
NARPS	loss	potential losses during stim events	fixation	potential losses during stim events	['reward_valuation','reward_processing','risk_aversion','risk_processing','loss_aversion']
NARPS	weakly_accept	accept the gamble with low confidence	fixation	accept the gamble with low confidence	['response_selection','response_execution','reward_anticipation']
NARPS	weakly_reject	reject the gamble with low confidence	fixation	reject the gamble with low confidence	['response_selection','response_execution','reward_anticipation','loss_aversion']
NARPS	strongly_accept	accept the gamble with high confidence	fixation	accept the gamble with high confidence	['response_selection','response_execution','reward_anticipation']
NARPS	strongly_reject	reject the gamble with high confidence	fixation	reject the gamble with high confidence	['response_selection','response_execution','reward_anticipation','loss_aversion']
NARPS	reject-accept	gambles rejected	gambles accepted	gambles rejected vs gambles accepted	['response_selection','response_execution','reward_anticipation','decision_making']
NARPS	accept-reject	gambles accepted	gambles rejected	gambles accepted vs gambles rejected	['response_selection','response_execution','reward_anticipation']
RewProc	stim	visual task cue	fixation	appearance of the cue images	['response_selection','visual_cue','decision_making','color_perception']
RewProc	minus_20	lost 20 units of reward	fixation	lost 20 units of reward	['reward_valuation','reward_processing','risk_aversion','risk_processing','loss_aversion']
RewProc	plus_20	gained 20 units of reward	fixation	gained 20 units of reward	['reward_valuation','reward_processing','response_selection','response_execution']
RewProc	minus_10	lost 10 units of reward	fixation	lost 10 units of reward	['reward_valuation','reward_processing','risk_aversion','risk_processing','loss_aversion']
RewProc	plus_10	gained 10 units of reward	fixation	gained 10 units of reward	['reward_valuation','reward_processing','response_selection','response_execution']
RewProc	green-purple	green pattern selected	purple pattern selected	green vs purple pattern selected	['color_perception','decision_making']
RewProc	purple-green	purple pattern selected	green pattern selected	purple vs green pattern selected	['color_perception','decision_making']
RewProc	left-right	selected pattern on the left side	selected pattern on the right side	selected pattern on the left vs right side	['upper-right_vision','lower-right_vision']
RewProc	right-left	selected pattern on the right side	selected pattern on the left side	selected pattern on the right vs left side	['upper-right_vision','lower-right_vision']
RewProc	switch	selected a different pattern from previous trial	fixation	selected a different pattern than previous trial	['decision_making','visual_perception','response_selection','response_execution','cue_switch']
RewProc	stay	selected the same pattern as previous trial	fixation	selected the same pattern than previous trial	['decision_making','visual_perception','response_selection','response_execution']
RewProc	switch-stay	selected a different pattern from previous trial	selected the same pattern as previous trial	selected a different vs same pattern	['decision_making','cue_switch']
RewProc	stay-switch	selected the same pattern as previous trial	selected a different pattern from previous trial	selected the same vs different pattern	['decision_making','repetition']
RewProc	gain	gained reward 	fixation	gained 20 or 10 units of reward 	['reward_valuation','reward_processing']
RewProc	loss	lost reward	fixation	lost 20 or 10 units of reward	['reward_valuation','reward_processing','risk_aversion','risk_processing','loss_aversion']
RewProc	gain-loss	gained  reward 	lost reward	gained vs lost 20 or 10 units of reward 	['reward_valuation','reward_processing']
RewProc	loss-gain	lost reward	gained reward 	lost vs gained 20 or 10 units of reward	['risk_aversion','risk_processing','loss_aversion']
BreathHolding	breathe	breathe normally	fixation	breathe normally	['self_monitoring']
BreathHolding	hold_breath	hold breath	fixation	hold breath	['self_monitoring','breath_holding']
BreathHolding	hold-breathe	hold breath	breathe normally	hold breath vs breathe normally	['self_monitoring','breath_holding']
BreathHolding	breathe-hold	breathe normally	hold breath	breathe normally vs hold breath	['self_monitoring']
Checkerboard	checkerboard-fixation	checkerboard	fixation	checkerboard vs baseline	['response_selection','response_execution','visual_perception']
Checkerboard	checkerboard	checkerboard	fixation	checkerboard	['response_selection','response_execution','visual_perception']
Checkerboard	fixation	fixation cross	fixation	period in between checkerboards	['preattentive_processing','central_fixation']
FingerTap	fingertap-rest	button press	rest	button press vs rest	['response_selection','response_execution','right_finger_response_execution']
FingerTap	fingertap	button press	fixation	button press in response to a cue	['response_selection','response_execution','right_finger_response_execution']
FingerTap	rest	active rest	fixation	rest period	['preattentive_processing','central_fixation']
ItemRecognition	encode5-encode1	encoding 5 items	encoding 1 item	encoding 5 vs 1 item	['visual_attention','spatial_working_memory','task_difficulty']
ItemRecognition	probe5_mem-probe1_mem	probing encoded digit in load 5	probing encoded digit in load 1	probing an encoded digit in a load of 5 vs 1	['visual_attention','spatial_working_memory','task_difficulty']
ItemRecognition	probe5_new-probe1_new	probing new digit in a load 5	probing new digit in a load 1	probing a new digit in a load 5 vs 1	['visual_attention','spatial_working_memory','task_difficulty','numerosity']
ItemRecognition	prob-arrow	probing encoded and new digits	left or right pointing arrows	probing digits vs trials of pointing arrows	['visual_attention','spatial_working_memory']
ItemRecognition	encode	encoding items	fixation	encoding 1  3 and 5 items	['visual_attention','spatial_working_memory']
ItemRecognition	arrow_left-arrow_right	identifying left pointing arrow	identifying right pointing arrow	identifying a left vs right pointing arrow	['visual_attention','spatial_working_memory']
ItemRecognition	encode1	encode 1 digit	fixation	memorize 1 digit	['visual_attention','spatial_working_memory']
ItemRecognition	encode3	encode 3 digits	fixation	memorize 3 digits	['visual_attention','spatial_working_memory','task_difficulty']
ItemRecognition	encode5	encode 5 digits	fixation	memorize 5 digits	['visual_attention','spatial_working_memory','task_difficulty']
ItemRecognition	probe1_mem	probe encoded digit from load 1	fixation	probe encoded digit from load 1	['spatial_working_memory','visual_number_recognition','numerosity','response_selection']
ItemRecognition	probe3_mem	probe encoded digit from load 3	fixation	probe encoded digit from load 3	['spatial_working_memory','visual_number_recognition','numerosity','response_selection']
ItemRecognition	probe5_mem	probe encoded digit from load 5	fixation	probe encoded digit from load 5	['spatial_working_memory','visual_number_recognition','task_difficulty','numerosity','response_selection']
ItemRecognition	probe1_new	probe new digit from load 1	fixation	probe new digit from load 1	['spatial_working_memory','numerosity','response_selection']
ItemRecognition	probe3_new	probe new digit from load 3	fixation	probe new digit from load 3	['spatial_working_memory','numerosity','response_selection']
ItemRecognition	probe5_new	probe new digit from load 5	fixation	probe new digit from load 5	['spatial_working_memory','task_difficulty','numerosity','response_selection']
ItemRecognition	arrow_left	arrow points left	fixation	leftward pointing arrow	['visual_attention','spatial_working_memory','response_selection']
ItemRecognition	arrow_right	arrow points right	fixation	rightward pointing arrow	['visual_attention','spatial_working_memory','response_selection']
Color	chromatic	chromatic mondrian patterns	fixation	attending to chromatic mondrian patterns	['color_perception','working_memory']
Color	achromatic	achromatic mondrian patterns	fixation	attending to achromatic mondrian patterns	['working_memory']
Color	chromatic-achromatic	chromatic mondrian patterns	achromatic mondrian patterns	chromatic vs achromatic mondrian patterns	['color_perception','working_memory']
Color	response	response to repeated pattern	fixation	response to repeated mondrian patterns	['response_selection','response_execution']
Motion	incoherent	incoherent motion	fixation	dots moving incoherently	['random_motion','visual_awareness']
Motion	coherent	coherent  motion	fixation	dots moving coherently	['coherent_motion','visual_awareness']
Motion	stationary	stationary dots	fixation	stationary dots appearing in different locations	['visual_localization','visual_awareness']
Motion	clock	clockwise motion	fixation	motion in clockwise direction	['coherent_motion','visual_awareness']
Motion	anti	anti-clockwise motion	fixation	anti-clockwise motion	['coherent_motion','visual_awareness']
Motion	response	cued button press	fixation	fixation point turning blue	['response_selection','response_execution','color_recognition','color_perception']
Motion	coherent-incoherent	coherent motion	incoherent motion	dots moving coherently vs coherently	['coherent_motion','visual_awareness']
Motion	coherent-stationary	coherent motion	stationary dots	dots moving coherently vs staying stationary	['coherent_motion','motion_detection']
Motion	incoherent-stationary	incoherent motion	stationary dots	dots moving incoherently vs staying stationary	['random_motion','motion_detection']
Motion	clock-anti	clockwise motion	coherent motion	clockwise vs anti-clockwise motion	['motion_detection','visual_awareness']
Motion	left-right	dot pattern in left side	dot pattern in right side	dot pattern in left vs right visual field	['upper-left_vision','lower-left_vision']
OptimismBias	all_events	all events	fixation	all events	['self-reference_effect','emotional_memory','temporal_categorization','episodic_simulation']
OptimismBias	optimism_bias	"future	 negative valence"	other events	future negative vs other events	['self-reference_effect','emotional_memory','episodic_future_thinking']
OptimismBias	future_vs_past	future event	past event	future  vs past events	['episodic_future_thinking','temporal_categorization','future_time']
OptimismBias	positive_vs_negative	positive event	negative event	positive vs negative events	['emotional_memory','future_time','past_time']
OptimismBias	future_positive_vs_negative	future positive valence	"future	 negative valence"	future positive vs negative	['episodic_future_thinking','temporal_categorization','future_time']
OptimismBias	past_positive_vs_negative	past positive valence	past negative valence	past positive vs negative	['past_time','memory_retrieval','emotional_memory','self-reference_effect']
OptimismBias	interaction	future and positive event	past and negative event	interaction of (future vs past) and (positive vs negative)	['self-reference_effect','emotional_memory','episodic_future_thinking']
HarririAomic	emotion	match facial expression	fixation	match the facial expression	['emotional_face_recognition','face_perception','emotional_expression','selective_attention','emotional_face_recognition','facial_expression','feature_comparison']
HarririAomic	shape	match shape	fixation	match the shape of images	['shape_recognition','visual_orientation','selective_attention','feature_comparison']
HarririAomic	index_response	matched left image to cue	fixation	matching left image to top cue	['response_selection','right_finger_response_execution']
HarririAomic	middle_response	matched right image to cue	fixation	matching right image to top cue	['response_selection','right_finger_response_execution']
HarririAomic	emotion-shape	match facial expression	match the shape	match facial expression vs the shape of image	['face_perception','emotional_face_recognition','emotional_expression','emotional_face_recognition','facial_expression']
FacesAomic	anger	angry face	fixation	attending to face expressing anger	['face_perception','visual_face_recognition','facial_expression','emotional_expression','negative_emotion','face_maintenance','emotional_face_recognition']
FacesAomic	contempt	contempt face	fixation	attending to face expressing contempt	['face_perception','visual_face_recognition','facial_expression','emotional_expression','negative_emotion','face_maintenance','emotional_face_recognition']
FacesAomic	joy	joyful face	fixation	attending to face expressing joy	['face_perception','visual_face_recognition','facial_expression','emotional_expression','face_maintenance','emotional_face_recognition']
FacesAomic	neutral	neutral face	fixation	attending to neutral face	['face_perception','visual_face_recognition','face_maintenance']
FacesAomic	pride	proud face	fixation	attending to face expressing pride	['face_perception','visual_face_recognition','facial_expression','emotional_expression','face_maintenance','emotional_face_recognition']
FacesAomic	all-neutral	expressive face	neutral face	attending to expressive vs neutral faces	['emotional_expression','facial_expression','emotional_face_recognition']
FacesAomic	anger-neutral	angry face	neutral face	attending to angry vs neutral face	['negative_emotion','emotional_expression','facial_expression','emotional_face_recognition']
FacesAomic	contempt-neutral	contempt face	neutral face	attending to contempt vs neutral face	['negative_emotion','emotional_expression','facial_expression','emotional_face_recognition']
FacesAomic	joy-neutral	joyful face	neutral face	attending to joyful vs neutral face	['emotional_expression','emotional_face_recognition']
FacesAomic	pride-neutral	proud face	neutral face	attending to pride vs neutral face	['emotional_expression','emotional_face_recognition']
FacesAomic	male-female	male face	female face	attending to male vs female face	['visual_face_recognition']
FacesAomic	female-male	female face	male face	attending to female vs male face	['visual_face_recognition']
FacesAomic	mediterranean-european	mediterranean ethnicity face	european ethnicity face	attending to mediterranean vs european ethnicity face	['visual_face_recognition','feature_integration']
FacesAomic	european-mediterranean	european ethnicity face	mediterranean ethnicity face	attending to european vs mediterranean ethnicity face	['visual_face_recognition','feature_integration']
FacesAomic	positive-neutral	joyful or proud face	neutral face	attending to face with positive vs neutral feeling	['facial_expression','emotional_expression','emotional_face_recognition']
FacesAomic	positive-negative	joyful or proud face	contempt or angry face 	attending to face with positive vs negative feeling	['facial_expression','emotional_expression','emotional_face_recognition']
FacesAomic	negative-neutral	contempt or angry face 	neutral face	attending to face with negative vs neutral  feeling	['facial_expression','emotional_expression','emotional_face_recognition']
StroopAomic	incongruent_word_male_face_female	word 'male' with female face	fixation	attending to female face while reading 'male'	['face_perception','visual_face_recognition','visual_word_recognition','selective_attention','conflict_detection']
StroopAomic	congruent_word_female_face_female	word 'female' with female face	fixation	attending to female face while reading 'female'	['face_perception','visual_face_recognition','visual_word_recognition','selective_attention']
StroopAomic	congruent_word_male_face_male	word 'male' with male face	fixation	attending to male face while reading 'male'	['face_perception','visual_face_recognition','visual_word_recognition','selective_attention']
StroopAomic	incongruent_word_female_face_male	word 'female' with male face	fixation	attending to male face while reading 'female'	['face_perception','visual_face_recognition','visual_word_recognition','selective_attention','conflict_detection']
StroopAomic	index_response	male face response	fixation	identifying a male face	['response_selection','right_finger_response_execution']
StroopAomic	middle_response	female face response	fixation	identifying a female face	['response_selection','right_finger_response_execution']
StroopAomic	congruent-incongruent	word and face matched	word and face did not match	word and face matched vs did not match	['visual_face_recognition','visual_word_recognition']
StroopAomic	incongruent-congruent	word and face did not match	word and face matched	word and face did not match vs matched	['visual_face_recognition','visual_word_recognition','conflict_detection']
StroopAomic	face_male-face_female	male face	female face	male vs female face	['visual_face_recognition','selective_attention']
StroopAomic	word_male-word_female	word 'male'	word 'female'	word 'male' vs 'female'	['visual_word_recognition']
StroopAomic	index-middle	male face response	female face response	indicate the face is of male vs of female	['response_selection','right_finger_response_execution']
StroopAomic	middle-index	female face response	male face response	indicate the face is of female vs of male	['response_selection','right_finger_response_execution']
WMAomic	active_change	unmatched orientation	fixation	probe did not match previous orientation	['visual_attention','visual_working_memory','visual_orientation','feature_comparison']
WMAomic	active_no_change	matched orientation	fixation	probe matched previous orientation	['visual_attention','visual_working_memory','visual_orientation','feature_comparison']
WMAomic	passive	null event	fixation	null event	['visual_attention']
WMAomic	active-passive	assess orientation	null event	assess probe orientation vs null event	['visual_working_memory','visual_orientation','feature_comparison']
WMAomic	active_change-active_no_change	unmatched orientation	matched orientation	probe did not match vs matched orientation	['visual_working_memory','visual_orientation']
LocalizerAbstraction	localizer_faces	human faces	fixation	localizer for human faces	['oddball_detection','visual_face_recognition','face_perception','facial_recognition']
LocalizerAbstraction	localizer_humanbody	human bodies without the head	fixation	localizer for human bodies	['oddball_detection','visual_body_recognition']
LocalizerAbstraction	localizer_words	words	fixation	localizer for words	['oddball_detection','visual_word_recognition']
LocalizerAbstraction	localizer_nonsensewords	nonsense words	fixation	localizer for nonsense words	['oddball_detection','visual_pseudoword_recognition']
LocalizerAbstraction	localizer_numbers	numbers	fixation	localizer for numbers	['oddball_detection','visual_number_recognition']
LocalizerAbstraction	localizer_places	places	fixation	localizer for places	['oddball_detection','visual_place_recognition']
LocalizerAbstraction	localizer_objects	objects	fixation	localizer for objects	['oddball_detection','visual_object_recognition']
LocalizerAbstraction	localizer_checkerboards	checkerboards	fixation	localizer for checkerboards	['oddball_detection','horizontal_checkerboard','vertical_checkerboard']
LocalizerAbstraction	localizer_faces-other	human faces	rest of categories	human faces vs other categories	['visual_face_recognition','face_perception','facial_recognition']
LocalizerAbstraction	localizer_humanbody-other	human bodies without the head	rest of categories	human bodies vs other categories	['visual_body_recognition']
LocalizerAbstraction	localizer_words-other	words	rest of categories	words vs other categories	['visual_word_recognition']
LocalizerAbstraction	localizer_nonsensewords-other	nonsense words	rest of categories	nonsense words vs other categories	['visual_pseudoword_recognition']
LocalizerAbstraction	localizer_numbers-other	numbers	rest of categories	numbers vs other categories	['visual_number_recognition']
LocalizerAbstraction	localizer_places-other	places	rest of categories	places vs other categories	['visual_place_recognition']
LocalizerAbstraction	localizer_objects-other	objects	rest of categories	objects vs other categories	['visual_object_recognition']
LocalizerAbstraction	localizer_checkerboards-other	checkerboards	rest of categories	checkerboards vs other categories	['horizontal_checkerboard','vertical_checkerboard']
LocalizerAbstraction	response	indicate a star appeared	fixation	response to star image as control	['oddball_detection','response_selection','response_execution']
Abstraction	humanbody_geometry	geometry render of a human body	fixation	geometry renders of human bodies	['visual_body_recognition','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	humanbody_edge	edge render of a human body	fixation	edges renders of human bodies	['visual_body_recognition','visual_representation','edge_detection','oddball_detection']
Abstraction	humanbody_photo	photo of a human body	fixation	photos of human bodies	['visual_body_recognition','visual_representation','oddball_detection']
Abstraction	animals_geometry	geometry render of an animal	fixation	geometry renders of animals	['animacy_perception','visual_representation','visual_form_recognition','oddball_detection']
Abstraction	animals_edge	edge render of an animal	fixation	edge renders of an animals	['animacy_perception','visual_representation','edge_detection','oddball_detection']
